INDICATOR,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2000,2000,108,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2001,2001,120,,
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2002,2002,150,,
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2003,2003,128,,
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2004,2004,118,,
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2005,2005,117,,
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2006,2006,139,,
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2007,2007,139,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2008,2008,156,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2009,2009,127,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2010,2010,134,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2011,2011,109,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2012,2012,160,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2013,2013,154,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2014,2014,153,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2015,2015,174,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2016,2016,138,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,EST,Estonia,2017,2017,137,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,ETH,Ethiopia,2005,2005,3,,
20462,Researchers (FTE) - Female - Engineering and technology,ETH,Ethiopia,2007,2007,2,,
20462,Researchers (FTE) - Female - Engineering and technology,ETH,Ethiopia,2013,2013,28.7,,
20462,Researchers (FTE) - Female - Engineering and technology,ETH,Ethiopia,2017,2017,137.7453,,
20462,Researchers (FTE) - Female - Engineering and technology,FRO,Faeroe Islands,2003,2003,,n,Magnitude nil or negligible
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2008,2008,23,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2009,2009,14,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2010,2010,14,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2011,2011,14,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2012,2012,18,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2013,2013,11,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2014,2014,24,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2015,2015,29,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2016,2016,22,,
20462,Researchers (FTE) - Female - Engineering and technology,GTM,Guatemala,2017,2017,5,,
20462,Researchers (FTE) - Female - Engineering and technology,IRN,Iran (Islamic Republic of),2006,2006,2415,,
20462,Researchers (FTE) - Female - Engineering and technology,IRN,Iran (Islamic Republic of),2008,2008,2440,,
20462,Researchers (FTE) - Female - Engineering and technology,IRN,Iran (Islamic Republic of),2010,2010,3396,,
20462,Researchers (FTE) - Female - Engineering and technology,IRN,Iran (Islamic Republic of),2012,2012,3019,,
20462,Researchers (FTE) - Female - Engineering and technology,IRN,Iran (Islamic Republic of),2013,2013,2711,,
20462,Researchers (FTE) - Female - Engineering and technology,IRN,Iran (Islamic Republic of),2015,2015,3094,,
20462,Researchers (FTE) - Female - Engineering and technology,IRN,Iran (Islamic Republic of),2017,2017,8025,,
20462,Researchers (FTE) - Female - Engineering and technology,KWT,Kuwait,2007,2007,45,,
20462,Researchers (FTE) - Female - Engineering and technology,KWT,Kuwait,2009,2009,29,,
20462,Researchers (FTE) - Female - Engineering and technology,KWT,Kuwait,2011,2011,25,,
20462,Researchers (FTE) - Female - Engineering and technology,KWT,Kuwait,2015,2015,108,,
20462,Researchers (FTE) - Female - Engineering and technology,KWT,Kuwait,2016,2016,162.6,,
20462,Researchers (FTE) - Female - Engineering and technology,KWT,Kuwait,2017,2017,217.4,,
20462,Researchers (FTE) - Female - Engineering and technology,KWT,Kuwait,2018,2018,241,,
20462,Researchers (FTE) - Female - Engineering and technology,LVA,Latvia,2012,2012,274,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LVA,Latvia,2013,2013,251,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LVA,Latvia,2015,2015,272,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LVA,Latvia,2016,2016,380,,
20462,Researchers (FTE) - Female - Engineering and technology,LVA,Latvia,2017,2017,421,,
20462,Researchers (FTE) - Female - Engineering and technology,LSO,Lesotho,2009,2009,0.4,,
20462,Researchers (FTE) - Female - Engineering and technology,LSO,Lesotho,2015,2015,1.9,,
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2000,2000,387,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2001,2001,393,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2002,2002,312,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2003,2003,310,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2004,2004,366,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2005,2005,381,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2006,2006,401,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2007,2007,475,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2008,2008,476,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2009,2009,469,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2010,2010,435,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2011,2011,445,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LTU,Lithuania,2012,2012,430,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2005,2005,107,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2006,2006,89,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2007,2007,78,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2008,2008,72,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2009,2009,81,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2010,2010,132,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2011,2011,180.4,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2012,2012,86,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2014,2014,115.9,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2015,2015,110,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2016,2016,141.05,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2017,2017,105.95,,
20462,Researchers (FTE) - Female - Engineering and technology,MKD,North Macedonia,2018,2018,146.65,,
20462,Researchers (FTE) - Female - Engineering and technology,MDG,Madagascar,2005,2005,40,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,MDG,Madagascar,2007,2007,28,,
20462,Researchers (FTE) - Female - Engineering and technology,MDG,Madagascar,2009,2009,28,,
20462,Researchers (FTE) - Female - Engineering and technology,MDG,Madagascar,2011,2011,32,,
20462,Researchers (FTE) - Female - Engineering and technology,MDG,Madagascar,2016,2016,35,,
20462,Researchers (FTE) - Female - Engineering and technology,MDG,Madagascar,2017,2017,51,,
20462,Researchers (FTE) - Female - Engineering and technology,MDG,Madagascar,2018,2018,58,,
20462,Researchers (FTE) - Female - Engineering and technology,MYS,Malaysia,2004,2004,1634.39,,
20462,Researchers (FTE) - Female - Engineering and technology,MYS,Malaysia,2006,2006,1357.27,,
20462,Researchers (FTE) - Female - Engineering and technology,MYS,Malaysia,2008,2008,2223.99,,
20462,Researchers (FTE) - Female - Engineering and technology,MYS,Malaysia,2009,2009,5741.51,,
20462,Researchers (FTE) - Female - Engineering and technology,MYS,Malaysia,2010,2010,5993.23,,
20462,Researchers (FTE) - Female - Engineering and technology,MYS,Malaysia,2011,2011,6242.9,,
20462,Researchers (FTE) - Female - Engineering and technology,MYS,Malaysia,2012,2012,10405.32604,,
20462,Researchers (FTE) - Female - Engineering and technology,MYS,Malaysia,2015,2015,10806.63,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2005,2005,23,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2006,2006,22,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2007,2007,26,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2008,2008,31,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2009,2009,29,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2010,2010,23,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2011,2011,24,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2012,2012,48,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2013,2013,55,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2014,2014,57,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2015,2015,53,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2016,2016,64,,
20462,Researchers (FTE) - Female - Engineering and technology,MLT,Malta,2017,2017,86,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2007,2007,146,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2009,2009,146,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2011,2011,111,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2013,2013,89,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2014,2014,82,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2015,2015,101,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2016,2016,79,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2017,2017,71,,
20462,Researchers (FTE) - Female - Engineering and technology,MDA,Republic of Moldova,2018,2018,69,,
20462,Researchers (FTE) - Female - Engineering and technology,MAR,Morocco,2006,2006,245,,
20462,Researchers (FTE) - Female - Engineering and technology,MAR,Morocco,2008,2008,186,,
20462,Researchers (FTE) - Female - Engineering and technology,MAR,Morocco,2010,2010,334,,
20462,Researchers (FTE) - Female - Engineering and technology,MAR,Morocco,2011,2011,494,,
20462,Researchers (FTE) - Female - Engineering and technology,PAK,Pakistan,2005,2005,209,,
20462,Researchers (FTE) - Female - Engineering and technology,PAK,Pakistan,2007,2007,599,,
20462,Researchers (FTE) - Female - Engineering and technology,PAK,Pakistan,2009,2009,585,,
20462,Researchers (FTE) - Female - Engineering and technology,PAK,Pakistan,2011,2011,573,,
20462,Researchers (FTE) - Female - Engineering and technology,PAK,Pakistan,2013,2013,858,,
20462,Researchers (FTE) - Female - Engineering and technology,PAK,Pakistan,2015,2015,2298,,
20462,Researchers (FTE) - Female - Engineering and technology,PAK,Pakistan,2017,2017,2122.7,,
20462,Researchers (FTE) - Female - Engineering and technology,PHL,Philippines,2005,2005,1218,,
20462,Researchers (FTE) - Female - Engineering and technology,PHL,Philippines,2007,2007,1205,,
20462,Researchers (FTE) - Female - Engineering and technology,PHL,Philippines,2009,2009,1421.02395,,
20462,Researchers (FTE) - Female - Engineering and technology,PHL,Philippines,2011,2011,1547.64079,,
20462,Researchers (FTE) - Female - Engineering and technology,PHL,Philippines,2013,2013,4620.24582,,
20462,Researchers (FTE) - Female - Engineering and technology,PHL,Philippines,2015,2015,2136.34563,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2000,2000,5422,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2001,2001,4926,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2002,2002,4735,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2003,2003,4780,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2004,2004,4439,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2005,2005,4745,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2006,2006,3370,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2007,2007,3437,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2008,2008,3205,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2009,2009,3144,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2010,2010,3403,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2011,2011,2644,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2012,2012,3646,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2013,2013,3676,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2014,2014,3341,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2015,2015,3183,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2016,2016,3429,,
20462,Researchers (FTE) - Female - Engineering and technology,ROU,Romania,2017,2017,3262,,
20462,Researchers (FTE) - Female - Engineering and technology,SEN,Senegal,2008,2008,32,,
20462,Researchers (FTE) - Female - Engineering and technology,SEN,Senegal,2010,2010,14,,
20462,Researchers (FTE) - Female - Engineering and technology,SEN,Senegal,2015,2015,97.8,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2001,2001,376,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2002,2002,380,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2003,2003,273,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2004,2004,310,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2005,2005,405,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2006,2006,468,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2007,2007,498,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2008,2008,541,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2009,2009,714,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2010,2010,724,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2011,2011,736,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2012,2012,739,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2013,2013,812,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2015,2015,664,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2016,2016,665,,
20462,Researchers (FTE) - Female - Engineering and technology,SVN,Slovenia,2017,2017,799.8,,
20462,Researchers (FTE) - Female - Engineering and technology,LKA,Sri Lanka,2004,2004,148,,
20462,Researchers (FTE) - Female - Engineering and technology,LKA,Sri Lanka,2006,2006,95,,
20462,Researchers (FTE) - Female - Engineering and technology,LKA,Sri Lanka,2008,2008,82,,
20462,Researchers (FTE) - Female - Engineering and technology,LKA,Sri Lanka,2010,2010,107,,
20462,Researchers (FTE) - Female - Engineering and technology,LKA,Sri Lanka,2013,2013,115,‡,UIS Estimation
20462,Researchers (FTE) - Female - Engineering and technology,LKA,Sri Lanka,2014,2014,105,,
20462,Researchers (FTE) - Female - Engineering and technology,LKA,Sri Lanka,2015,2015,161,,
20462,Researchers (FTE) - Female - Engineering and technology,TGO,Togo,2007,2007,1,,
20462,Researchers (FTE) - Female - Engineering and technology,TGO,Togo,2010,2010,2,,
20462,Researchers (FTE) - Female - Engineering and technology,TGO,Togo,2012,2012,1,,
20462,Researchers (FTE) - Female - Engineering and technology,TGO,Togo,2014,2014,2,,
20462,Researchers (FTE) - Female - Engineering and technology,TGO,Togo,2016,2016,1.65,,
20462,Researchers (FTE) - Female - Engineering and technology,TGO,Togo,2017,2017,1.32,,
20462,Researchers (FTE) - Female - Engineering and technology,TGO,Togo,2018,2018,1.98,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2008,2008,61,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2009,2009,77,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2010,2010,88,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2011,2011,75,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2012,2012,75,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2013,2013,78,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2014,2014,83,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2015,2015,90,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2016,2016,92,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2017,2017,92,,
20462,Researchers (FTE) - Female - Engineering and technology,URY,Uruguay,2018,2018,90,,
20462,Researchers (FTE) - Female - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2008,2008,293,,
20462,Researchers (FTE) - Female - Engineering and technology,VEN,Venezuela (Bolivarian Republic of),2009,2009,300,,
20462,Researchers (FTE) - Female - Engineering and technology,MAC,"China, Macao Special Administrative Region",2005,2005,28.3,,
20462,Researchers (FTE) - Female - Engineering and technology,MAC,"China, Macao Special Administrative Region",2013,2013,17.1,,
20462,Researchers (FTE) - Female - Engineering and technology,MAC,"China, Macao Special Administrative Region",2014,2014,17.32,,
20462,Researchers (FTE) - Female - Engineering and technology,MAC,"China, Macao Special Administrative Region",2015,2015,15.88,,
20462,Researchers (FTE) - Female - Engineering and technology,MAC,"China, Macao Special Administrative Region",2016,2016,43.34,,
20462,Researchers (FTE) - Female - Engineering and technology,MAC,"China, Macao Special Administrative Region",2017,2017,40.19,,
20462,Researchers (FTE) - Female - Engineering and technology,MAC,"China, Macao Special Administrative Region",2018,2018,67.94,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2007,2007,955,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2008,2008,916.7,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2009,2009,768.39,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2010,2010,847.9,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2011,2011,867.05,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2012,2012,981,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2013,2013,1068.5,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2014,2014,1359.8,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2015,2015,1489.8,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2016,2016,1656.3,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2017,2017,1496.1,,
20462,Researchers (FTE) - Female - Engineering and technology,SRB,Serbia,2018,2018,1624.3,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2000,2000,14.43083,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2001,2001,15.08412,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2002,2002,14.39798,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2003,2003,14.65769,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2004,2004,13.83381,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2005,2005,13.92194,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2006,2006,12.27294,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2007,2007,13.92816,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2008,2008,13.61478,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2009,2009,13.64322,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2010,2010,12.53897,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2011,2011,12.50684,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2012,2012,12.49589,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2013,2013,12.84347,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2014,2014,13.54366,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2015,2015,11.89339,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2016,2016,11.021,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,CZE,Czechia,2017,2017,11.90969,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2006,2006,22.28152,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2007,2007,22.7354,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2008,2008,23.89558,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2009,2009,22.72403,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2010,2010,21.54648,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2011,2011,21.93365,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2012,2012,19.78892,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2013,2013,19.09661,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2014,2014,17.99559,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2015,2015,18.70912,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2016,2016,16.81906,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,HUN,Hungary,2017,2017,16.78445,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2000,2000,25.87001,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2001,2001,25.91096,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2002,2002,25.52836,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2003,2003,25.21198,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2004,2004,26.95055,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2005,2005,28.55564,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2006,2006,27.24512,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2007,2007,26.45644,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2008,2008,27.10557,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2009,2009,27.23412,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2010,2010,26.73246,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2011,2011,29.81861,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2012,2012,28.39187,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2013,2013,28.00169,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2014,2014,27.12225,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2015,2015,26.88708,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2016,2016,26.76491,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,PRT,Portugal,2017,2017,27.66336,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,SVK,Slovakia,2000,2000,28.06216,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,SVK,Slovakia,2001,2001,27.98354,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,SVK,Slovakia,2002,2002,29.35931,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,SVK,Slovakia,2003,2003,30.49327,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,SVK,Slovakia,2004,2004,29.36874,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,SVK,Slovakia,2005,2005,28.92965,,
FRESP_FS_TFTE_ENGTECH,Female researchers as a percentage of total researchers (FTE) - Engineering and technology,SVK,Slovakia,2006,2006,27.52844,,
